DrivHist,DrivingSkill,Age,RuggedAuto,Mileage,VehicleYear,ILiCost,ThisCarDam,AntiTheft,DrivQuality,RiskAversion,GoodStudent,OtherCar,MakeModel,Accident,SocioEcon,HomeBase,PropCost,CarValue,Antilock,ThisCarCost,OtherCarCost,Theft,Airbag,MedCost,SeniorTrain,Cushioning
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Football,TwentyThou,Current,Thousand,Mild,False,Poor,Normal,False,False,Economy,Mild,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Adult,Football,Domino,Older,Thousand,None,False,Excellent,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Expert,Senior,EggShell,TwentyThou,Current,Thousand,None,True,Excellent,Normal,False,True,SportsCar,None,UpperMiddle,Rural,TenThou,TenThou,True,Thousand,Thousand,False,True,Thousand,True,Poor
Zero,Expert,Adult,Football,FiftyThou,Older,Thousand,Moderate,False,Excellent,Adventurous,False,True,FamilySedan,Moderate,Middle,City,TenThou,TenThou,False,TenThou,TenThou,False,False,Thousand,False,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Older,TenThou,Severe,False,Poor,Normal,False,True,SportsCar,Moderate,Middle,Secure,TenThou,TenThou,False,TenThou,TenThou,False,False,TenThou,False,Poor
Zero,SubStandard,Senior,Tank,FiftyThou,Current,Thousand,Severe,True,Poor,Cautious,False,True,Luxury,Severe,UpperMiddle,Secure,HundredThou,FiftyThou,True,HundredThou,HundredThou,False,True,Million,False,Excellent
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Economy,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
One,Normal,Adult,Tank,FiftyThou,Current,Thousand,None,True,Normal,Cautious,False,False,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,Normal,Adult,EggShell,FiveThou,Current,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Adventurous,False,True,FamilySedan,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,Severe,False,Poor,Adventurous,True,False,FamilySedan,Severe,Middle,Suburb,TenThou,FiveThou,False,TenThou,TenThou,False,False,TenThou,False,Poor
Zero,Normal,Adult,EggShell,Domino,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Expert,Senior,Tank,TwentyThou,Older,Thousand,None,True,Excellent,Normal,False,False,SportsCar,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,SportsCar,None,Middle,Suburb,Thousand,Million,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,None,False,Normal,Adventurous,False,True,FamilySedan,None,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adolescent,EggShell,FiveThou,Older,Thousand,None,False,Excellent,Adventurous,True,False,SportsCar,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Expert,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,Economy,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,SportsCar,None,UpperMiddle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Adult,Football,FiftyThou,Current,Thousand,None,True,Excellent,Normal,False,True,FamilySedan,None,UpperMiddle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Tank,TwentyThou,Older,HundredThou,Mild,True,Poor,Normal,False,True,FamilySedan,Moderate,UpperMiddle,Rural,TenThou,FiveThou,False,Thousand,TenThou,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,Tank,FiftyThou,Older,Thousand,Severe,False,Poor,Adventurous,True,False,FamilySedan,Severe,Middle,Suburb,TenThou,FiveThou,False,TenThou,TenThou,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,None,True,Normal,Normal,False,True,SportsCar,None,UpperMiddle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Senior,EggShell,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Many,SubStandard,Adult,EggShell,TwentyThou,Current,Thousand,None,False,Poor,Adventurous,False,True,SportsCar,None,UpperMiddle,Secure,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Normal,False,True,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Many,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Adventurous,False,True,Economy,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Many,SubStandard,Adolescent,Tank,FiftyThou,Older,Million,Severe,False,Poor,Adventurous,False,True,FamilySedan,Severe,Middle,Suburb,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Good
Many,SubStandard,Adult,EggShell,FiveThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,True,Economy,Moderate,Prole,City,TenThou,TenThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Senior,Tank,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Zero,Normal,Adolescent,Football,FiftyThou,Older,Thousand,Moderate,False,Normal,Normal,False,False,FamilySedan,Moderate,Middle,Secure,Million,TenThou,False,TenThou,HundredThou,False,False,Thousand,False,Fair
Zero,Normal,Senior,Football,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Many,SubStandard,Adolescent,Football,Domino,Older,Thousand,Severe,False,Poor,Adventurous,False,True,FamilySedan,Severe,Middle,Suburb,Million,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Fair
Many,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Excellent,Adventurous,False,True,FamilySedan,None,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,EggShell,Domino,Current,Thousand,None,True,Normal,Cautious,False,True,Economy,None,UpperMiddle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,None,True,Poor,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,EggShell,Domino,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,TenThou,False,Poor
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,None,False,Poor,Normal,False,True,FamilySedan,None,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,FiveThou,Older,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Severe,True,Poor,Normal,False,True,SportsCar,Moderate,Middle,Suburb,TenThou,TenThou,False,TenThou,Thousand,False,False,HundredThou,False,Poor
Many,SubStandard,Adult,EggShell,FiveThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,False,Economy,Moderate,Prole,City,HundredThou,TenThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,None,False,Poor,Normal,False,True,Economy,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
One,Normal,Adult,Football,FiftyThou,Older,Thousand,None,True,Normal,Adventurous,False,True,FamilySedan,None,UpperMiddle,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Normal,True,True,SportsCar,None,UpperMiddle,Secure,TenThou,FiveThou,True,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,Domino,Current,Thousand,None,False,Excellent,Adventurous,False,False,FamilySedan,None,Middle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adolescent,Tank,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,False,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adolescent,Football,FiftyThou,Older,Thousand,None,False,Normal,Adventurous,False,True,Economy,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,Normal,Adult,EggShell,Domino,Older,Thousand,None,False,Normal,Adventurous,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Middle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Moderate,False,Poor,Adventurous,False,True,Economy,Moderate,Middle,Rural,HundredThou,TenThou,False,Thousand,HundredThou,False,True,Thousand,False,Excellent
Many,Normal,Adult,Football,FiftyThou,Older,TenThou,Moderate,False,Poor,Psychopath,False,True,FamilySedan,Moderate,Middle,Secure,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,TenThou,False,Fair
One,SubStandard,Adolescent,EggShell,FiveThou,Older,Thousand,Mild,False,Poor,Normal,False,False,SportsCar,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,None,False,Normal,Adventurous,False,True,SportsCar,None,UpperMiddle,Suburb,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Expert,Adult,Football,FiftyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Older,TenThou,Moderate,False,Poor,Normal,False,False,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiveThou,Older,Thousand,None,False,Normal,Normal,False,False,FamilySedan,None,Middle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
One,SubStandard,Senior,EggShell,TwentyThou,Older,Thousand,None,False,Poor,Normal,False,True,Economy,None,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,Football,FiftyThou,Current,Thousand,None,True,Normal,Normal,False,True,Luxury,None,UpperMiddle,Rural,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,UpperMiddle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,SubStandard,Adult,EggShell,Domino,Current,Thousand,Moderate,True,Poor,Normal,False,True,SportsCar,Moderate,UpperMiddle,Secure,HundredThou,TwentyThou,True,HundredThou,HundredThou,False,True,Thousand,False,Good
One,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,TenThou,False,False,Million,False,Poor
Many,SubStandard,Senior,Tank,TwentyThou,Older,Thousand,None,False,Poor,Normal,False,True,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,Rural,HundredThou,TenThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Mild,False,Poor,Normal,False,True,Economy,Mild,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,TwentyThou,Current,Thousand,Mild,False,Poor,Normal,False,True,FamilySedan,Mild,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,EggShell,Domino,Current,Thousand,None,False,Normal,Normal,False,False,SportsCar,None,Middle,Suburb,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Poor
Zero,Expert,Senior,Tank,FiftyThou,Older,Thousand,None,True,Excellent,Cautious,False,False,FamilySedan,None,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Many,SubStandard,Adolescent,EggShell,FiveThou,Older,Thousand,None,False,Poor,Normal,False,False,Economy,None,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adolescent,Tank,FiveThou,Current,Thousand,None,False,Poor,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Tank,TwentyThou,Older,Thousand,None,False,Normal,Cautious,False,False,FamilySedan,None,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,Mild,True,Normal,Cautious,False,True,Luxury,Mild,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,TenThou,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,Mild,False,Poor,Normal,True,False,Economy,Mild,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,Economy,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Severe,True,Poor,Normal,False,True,FamilySedan,Severe,Middle,Suburb,HundredThou,TwentyThou,False,HundredThou,HundredThou,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,None,False,Excellent,Adventurous,False,True,Luxury,None,UpperMiddle,City,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,True,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Tank,FiveThou,Current,Thousand,None,True,Normal,Normal,True,True,Luxury,None,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Tank,TwentyThou,Older,Thousand,Severe,True,Poor,Normal,False,False,FamilySedan,Severe,Middle,Rural,HundredThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Good
One,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Tank,FiftyThou,Current,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiveThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,None,True,Normal,Normal,False,True,FamilySedan,None,UpperMiddle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,SportsCar,Mild,Middle,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Adult,EggShell,FiftyThou,Current,Thousand,None,False,Excellent,Normal,False,True,Economy,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Cautious,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Moderate,True,Poor,Cautious,False,True,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,FiveThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,False,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,HundredThou,False,Poor
Many,SubStandard,Adult,EggShell,Domino,Current,Thousand,None,False,Poor,Adventurous,False,False,SportsCar,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Senior,Football,TwentyThou,Older,Thousand,None,True,Excellent,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,SubStandard,Adult,Football,TwentyThou,Current,Thousand,Mild,True,Poor,Normal,False,True,FamilySedan,Mild,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
One,Normal,Adult,Football,FiftyThou,Older,Thousand,None,False,Normal,Adventurous,False,True,Luxury,None,UpperMiddle,City,Thousand,FiftyThou,True,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,True,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Million,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,False,SportsCar,None,Prole,City,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
One,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
One,SubStandard,Adult,EggShell,Domino,Current,Thousand,None,True,Poor,Normal,False,True,SportsCar,None,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,True,True,Economy,Severe,Middle,Suburb,Million,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Tank,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,FamilySedan,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Good
Many,Normal,Senior,EggShell,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,None,False,Poor,Normal,True,True,Economy,None,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,None,False,Normal,Adventurous,False,True,FamilySedan,None,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Mild,True,Poor,Cautious,False,False,Economy,Mild,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,Mild,False,Poor,Normal,False,True,FamilySedan,Mild,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
One,Normal,Adult,EggShell,Domino,Older,Thousand,Severe,False,Poor,Adventurous,False,False,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,TenThou,False,Poor
Many,SubStandard,Adolescent,Football,Domino,Older,TenThou,Moderate,True,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Suburb,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Fair
One,SubStandard,Senior,Tank,TwentyThou,Older,Thousand,None,True,Poor,Cautious,False,True,FamilySedan,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,TenThou,True,Good
Many,SubStandard,Adult,Football,FiftyThou,Older,Thousand,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Suburb,HundredThou,TwentyThou,False,HundredThou,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,None,False,Normal,Normal,False,True,Economy,None,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,True,FamilySedan,None,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,True,Normal,Normal,False,True,SportsCar,None,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,None,False,Normal,Normal,False,False,Economy,None,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,Normal,Adult,Football,TwentyThou,Current,Thousand,None,False,Excellent,Psychopath,False,True,Luxury,None,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,None,False,Normal,Normal,False,True,SportsCar,None,Middle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,None,True,Normal,Cautious,False,True,FamilySedan,None,Middle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Expert,Adult,EggShell,FiveThou,Older,Thousand,None,False,Excellent,Normal,False,True,Economy,None,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,FiveThou,Older,Thousand,None,False,Normal,Adventurous,False,True,FamilySedan,None,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adolescent,EggShell,FiftyThou,Current,Thousand,None,False,Normal,Normal,False,False,SportsCar,None,Middle,Secure,Thousand,TenThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,None,False,Poor,Normal,False,True,SportsCar,None,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
