mikro_2,lai_1,foto_2,meldug_2,straaling_1,foto_3,foto_4,nedboer_2,udbytte,mikro_3,lai_3,dm_3,meldug_1,meldug_4,middel_2,middel_1,temp_4,temp_1,straaling_4,temp_3,lai_4,straaling_3,middel_3,meldug_3,straaling_2,dm_1,nedboer_1,lai_2,nedboer_3,foto_1,lai_0,dm_4,mikro_1,temp_2,dm_2
T_rt_og_varmt,4_5___5_5,0_60_kg_m2,0_00___0_01__,___150_MJ_m2,1_00_kg_m2,0_50_kg_m2,2___3,115___117_hkg_ha,T_rt_og_koldt,2_5___3_5,1_18_kg_m2,1___2__,0_00___0_01__,0_75_l_ha,0_75_l_ha,13_0___14_9_C,13_0___14_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,____400_MJ_m2,0_25_l_ha,0_00___0_01__,200___249_MJ_m2,0_26_kg_m2,0___1,4_5___5_5,2___3,0_50_kg_m2,3_5___4_5,1_36_kg_m2,T_rt_og_varmt,13_0___14_9_C,0_60_kg_m2
T_rt_og_varmt,0_5___1_5,0_00_kg_m2,0_00___0_01__,150___199_MJ_m2,0_10_kg_m2,0_00_kg_m2,0___1,0___1_hkg_ha,T_rt_og_varmt,0_0___0_5,0_00_kg_m2,50___100__,0_00___0_01__,0_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,____17_0_C,0_0___0_5,300___349_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_06_kg_m2,0___1,0_0___0_5,2___3,0_20_kg_m2,5_5___6_5,0_00_kg_m2,T_rt_og_koldt,____17_0_C,0_00_kg_m2
T_rt_og_varmt,3_5___4_5,0_40_kg_m2,0_00___0_01__,200___249_MJ_m2,0_85_kg_m2,0_25_kg_m2,0___1,75___77_hkg_ha,T_rt_og_varmt,2_5___3_5,0_84_kg_m2,0_5___1__,0_00___0_01__,0_75_l_ha,0_50_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_22_kg_m2,____4,4_5___5_5,0___1,0_45_kg_m2,3_5___4_5,0_90_kg_m2,V_dt_og_koldt,____17_0_C,0_40_kg_m2
V_dt_og_koldt,3_5___4_5,0_40_kg_m2,0_00___0_01__,150___199_MJ_m2,0_60_kg_m2,0_40_kg_m2,____4,75___77_hkg_ha,V_dt_og_varmt,1_5___2_5,0_78_kg_m2,0_01___0_5__,0_00___0_01__,0_50_l_ha,0_50_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,350___399_MJ_m2,0_50_l_ha,0_00___0_01__,150___199_MJ_m2,0_30_kg_m2,____4,3_5___4_5,____4,0_50_kg_m2,3_5___4_5,0_88_kg_m2,V_dt_og_varmt,15_0___16_9_C,0_50_kg_m2
V_dt_og_varmt,5_5___6_5,0_75_kg_m2,0_00___0_01__,150___199_MJ_m2,1_05_kg_m2,0_65_kg_m2,____4,127___129_hkg_ha,V_dt_og_varmt,4_5___5_5,1_28_kg_m2,10___25__,0_00___0_01__,0_25_l_ha,0_25_l_ha,____17_0_C,13_0___14_9_C,___300_MJ_m2,15_0___16_9_C,1_5___2_5,350___399_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_30_kg_m2,0___1,5_5___6_5,____4,0_50_kg_m2,5_5___6_5,1_50_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_72_kg_m2
T_rt_og_koldt,4_5___5_5,0_50_kg_m2,0_00___0_01__,____250_MJ_m2,0_75_kg_m2,0_60_kg_m2,0___1,107___109_hkg_ha,V_dt_og_varmt,2_5___3_5,1_02_kg_m2,10___25__,0_00___0_01__,0_25_l_ha,0_50_l_ha,15_0___16_9_C,___13_0_C,300___349_MJ_m2,13_0___14_9_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,150___199_MJ_m2,0_46_kg_m2,0___1,4_5___5_5,____4,0_80_kg_m2,5_5___6_5,1_26_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_68_kg_m2
V_dt_og_varmt,4_5___5_5,0_45_kg_m2,0_5___1__,___150_MJ_m2,0_75_kg_m2,0_60_kg_m2,2___3,91___93_hkg_ha,V_dt_og_varmt,2_5___3_5,0_84_kg_m2,1___2__,0_00___0_01__,0_75_l_ha,0_l_ha,15_0___16_9_C,___13_0_C,300___349_MJ_m2,____17_0_C,0_5___1_5,350___399_MJ_m2,0_l_ha,0_00___0_01__,150___199_MJ_m2,0_22_kg_m2,0___1,3_5___4_5,0___1,0_45_kg_m2,5_5___6_5,1_08_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_46_kg_m2
T_rt_og_varmt,0_5___1_5,0_25_kg_m2,1___2__,200___249_MJ_m2,0_40_kg_m2,0_15_kg_m2,2___3,35___37_hkg_ha,T_rt_og_koldt,0_5___1_5,0_44_kg_m2,50___100__,0_00___0_01__,0_25_l_ha,0_75_l_ha,13_0___14_9_C,13_0___14_9_C,300___349_MJ_m2,13_0___14_9_C,0_0___0_5,300___349_MJ_m2,0_50_l_ha,0_5___1__,200___249_MJ_m2,0_16_kg_m2,0___1,0_5___1_5,2___3,0_30_kg_m2,4_5___5_5,0_42_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_26_kg_m2
V_dt_og_varmt,___6_5,0_70_kg_m2,0_00___0_01__,150___199_MJ_m2,0_85_kg_m2,0_60_kg_m2,____4,111___113_hkg_ha,T_rt_og_koldt,3_5___4_5,1_08_kg_m2,0_01___0_5__,0_00___0_01__,0_75_l_ha,0_50_l_ha,____17_0_C,____17_0_C,300___349_MJ_m2,15_0___16_9_C,1_5___2_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,____250_MJ_m2,0_20_kg_m2,0___1,5_5___6_5,0___1,0_40_kg_m2,___6_5,1_32_kg_m2,T_rt_og_varmt,13_0___14_9_C,0_60_kg_m2
V_dt_og_koldt,___6_5,0_45_kg_m2,1___2__,150___199_MJ_m2,1_00_kg_m2,0_40_kg_m2,2___3,99___101_hkg_ha,T_rt_og_varmt,4_5___5_5,1_06_kg_m2,0_5___1__,6___10__,0_l_ha,0_l_ha,13_0___14_9_C,15_0___16_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_l_ha,1___2__,150___199_MJ_m2,0_30_kg_m2,2___3,___6_5,2___3,0_55_kg_m2,5_5___6_5,1_18_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_52_kg_m2
V_dt_og_koldt,4_5___5_5,0_55_kg_m2,0_00___0_01__,200___249_MJ_m2,0_80_kg_m2,0_60_kg_m2,____4,103___105_hkg_ha,V_dt_og_koldt,2_5___3_5,0_96_kg_m2,2___6__,0_00___0_01__,0_l_ha,0_75_l_ha,13_0___14_9_C,15_0___16_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_28_kg_m2,____4,3_5___4_5,2___3,0_55_kg_m2,5_5___6_5,1_22_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_58_kg_m2
V_dt_og_koldt,3_5___4_5,0_55_kg_m2,0_01___0_5__,150___199_MJ_m2,1_10_kg_m2,0_30_kg_m2,2___3,101___103_hkg_ha,V_dt_og_varmt,2_5___3_5,1_14_kg_m2,25___50__,0_00___0_01__,0_25_l_ha,0_50_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,____400_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_18_kg_m2,____4,3_5___4_5,2___3,0_40_kg_m2,5_5___6_5,1_18_kg_m2,V_dt_og_varmt,___13_0_C,0_48_kg_m2
T_rt_og_koldt,2_5___3_5,0_55_kg_m2,0_01___0_5__,150___199_MJ_m2,0_65_kg_m2,0_35_kg_m2,2___3,79___81_hkg_ha,V_dt_og_varmt,1_5___2_5,0_88_kg_m2,25___50__,0_01___0_5__,0_25_l_ha,0_75_l_ha,15_0___16_9_C,___13_0_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,350___399_MJ_m2,0_l_ha,0_00___0_01__,____250_MJ_m2,0_24_kg_m2,0___1,2_5___3_5,2___3,0_40_kg_m2,5_5___6_5,0_94_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_52_kg_m2
V_dt_og_varmt,4_5___5_5,0_40_kg_m2,0_00___0_01__,200___249_MJ_m2,0_70_kg_m2,0_40_kg_m2,2___3,81___83_hkg_ha,T_rt_og_varmt,2_5___3_5,0_86_kg_m2,1___2__,0_00___0_01__,0_50_l_ha,0_75_l_ha,15_0___16_9_C,15_0___16_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_50_l_ha,0_00___0_01__,150___199_MJ_m2,0_34_kg_m2,____4,4_5___5_5,2___3,0_60_kg_m2,4_5___5_5,0_96_kg_m2,V_dt_og_koldt,15_0___16_9_C,0_52_kg_m2
V_dt_og_varmt,4_5___5_5,0_65_kg_m2,6___10__,200___249_MJ_m2,0_70_kg_m2,0_55_kg_m2,____4,107___109_hkg_ha,V_dt_og_varmt,2_5___3_5,1_08_kg_m2,25___50__,0_00___0_01__,0_25_l_ha,0_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,____17_0_C,0_5___1_5,300___349_MJ_m2,0_50_l_ha,2___6__,200___249_MJ_m2,0_38_kg_m2,0___1,4_5___5_5,____4,0_65_kg_m2,5_5___6_5,1_28_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_72_kg_m2
V_dt_og_varmt,2_5___3_5,0_35_kg_m2,50___100__,150___199_MJ_m2,0_50_kg_m2,0_25_kg_m2,____4,51___53_hkg_ha,T_rt_og_varmt,0_5___1_5,0_56_kg_m2,50___100__,0_01___0_5__,0_25_l_ha,0_l_ha,15_0___16_9_C,____17_0_C,350___399_MJ_m2,15_0___16_9_C,0_0___0_5,350___399_MJ_m2,0_75_l_ha,6___10__,150___199_MJ_m2,0_16_kg_m2,0___1,1_5___2_5,2___3,0_35_kg_m2,___6_5,0_60_kg_m2,T_rt_og_varmt,15_0___16_9_C,0_30_kg_m2
V_dt_og_koldt,3_5___4_5,0_45_kg_m2,0_00___0_01__,200___249_MJ_m2,0_65_kg_m2,0_45_kg_m2,____4,87___89_hkg_ha,V_dt_og_varmt,1_5___2_5,0_88_kg_m2,0_01___0_5__,0_00___0_01__,0_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,350___399_MJ_m2,0_50_l_ha,0_00___0_01__,150___199_MJ_m2,0_30_kg_m2,0___1,3_5___4_5,____4,0_55_kg_m2,4_5___5_5,1_04_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_54_kg_m2
V_dt_og_varmt,3_5___4_5,0_55_kg_m2,0_00___0_01__,___150_MJ_m2,0_80_kg_m2,0_40_kg_m2,2___3,87___89_hkg_ha,V_dt_og_varmt,2_5___3_5,0_92_kg_m2,2___6__,0_00___0_01__,0_25_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,____17_0_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_22_kg_m2,0___1,3_5___4_5,____4,0_45_kg_m2,4_5___5_5,1_04_kg_m2,V_dt_og_varmt,15_0___16_9_C,0_52_kg_m2
V_dt_og_varmt,3_5___4_5,0_45_kg_m2,0_00___0_01__,150___199_MJ_m2,1_00_kg_m2,0_50_kg_m2,____4,99___101_hkg_ha,V_dt_og_koldt,2_5___3_5,1_02_kg_m2,0_5___1__,0_00___0_01__,0_50_l_ha,0_50_l_ha,13_0___14_9_C,13_0___14_9_C,350___399_MJ_m2,13_0___14_9_C,0_5___1_5,350___399_MJ_m2,0_l_ha,0_00___0_01__,200___249_MJ_m2,0_26_kg_m2,2___3,3_5___4_5,2___3,0_50_kg_m2,3_5___4_5,1_18_kg_m2,V_dt_og_varmt,15_0___16_9_C,0_44_kg_m2
V_dt_og_varmt,0_0___0_5,0_05_kg_m2,50___100__,150___199_MJ_m2,0_30_kg_m2,0_15_kg_m2,2___3,9___11_hkg_ha,V_dt_og_varmt,0_0___0_5,0_12_kg_m2,50___100__,0_5___1__,0_50_l_ha,0_l_ha,____17_0_C,15_0___16_9_C,350___399_MJ_m2,15_0___16_9_C,0_0___0_5,____400_MJ_m2,0_25_l_ha,2___6__,150___199_MJ_m2,0_00_kg_m2,0___1,0_0___0_5,2___3,0_00_kg_m2,0_0___0_5,0_12_kg_m2,T_rt_og_varmt,15_0___16_9_C,0_00_kg_m2
V_dt_og_varmt,2_5___3_5,0_40_kg_m2,2___6__,200___249_MJ_m2,0_55_kg_m2,0_50_kg_m2,____4,77___79_hkg_ha,T_rt_og_varmt,1_5___2_5,0_72_kg_m2,25___50__,0_00___0_01__,0_75_l_ha,0_25_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,____17_0_C,0_5___1_5,___300_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_28_kg_m2,____4,2_5___3_5,0___1,0_50_kg_m2,4_5___5_5,0_92_kg_m2,V_dt_og_varmt,15_0___16_9_C,0_46_kg_m2
V_dt_og_koldt,4_5___5_5,0_55_kg_m2,0_00___0_01__,150___199_MJ_m2,0_85_kg_m2,0_50_kg_m2,2___3,97___99_hkg_ha,V_dt_og_koldt,2_5___3_5,0_98_kg_m2,0_01___0_5__,0_00___0_01__,0_25_l_ha,0_25_l_ha,13_0___14_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,350___399_MJ_m2,0_l_ha,0_00___0_01__,200___249_MJ_m2,0_28_kg_m2,2___3,4_5___5_5,____4,0_50_kg_m2,4_5___5_5,1_16_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_54_kg_m2
V_dt_og_varmt,5_5___6_5,0_40_kg_m2,2___6__,200___249_MJ_m2,0_75_kg_m2,0_50_kg_m2,2___3,101___103_hkg_ha,V_dt_og_varmt,3_5___4_5,0_96_kg_m2,0_5___1__,0_00___0_01__,0_50_l_ha,0_l_ha,13_0___14_9_C,13_0___14_9_C,300___349_MJ_m2,____17_0_C,0_5___1_5,300___349_MJ_m2,0_25_l_ha,0_01___0_5__,___150_MJ_m2,0_42_kg_m2,____4,5_5___6_5,2___3,0_70_kg_m2,5_5___6_5,1_18_kg_m2,V_dt_og_varmt,13_0___14_9_C,0_60_kg_m2
V_dt_og_varmt,5_5___6_5,0_50_kg_m2,2___6__,150___199_MJ_m2,0_75_kg_m2,0_50_kg_m2,____4,91___93_hkg_ha,T_rt_og_varmt,2_5___3_5,0_90_kg_m2,10___25__,0_00___0_01__,0_75_l_ha,0_50_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,____17_0_C,0_5___1_5,350___399_MJ_m2,0_75_l_ha,0_00___0_01__,150___199_MJ_m2,0_26_kg_m2,2___3,4_5___5_5,2___3,0_50_kg_m2,___6_5,1_08_kg_m2,V_dt_og_koldt,15_0___16_9_C,0_52_kg_m2
V_dt_og_koldt,___6_5,0_50_kg_m2,0_00___0_01__,200___249_MJ_m2,0_80_kg_m2,0_45_kg_m2,____4,99___101_hkg_ha,T_rt_og_varmt,3_5___4_5,1_02_kg_m2,0_01___0_5__,0_00___0_01__,0_75_l_ha,0_75_l_ha,13_0___14_9_C,___13_0_C,300___349_MJ_m2,____17_0_C,0_5___1_5,350___399_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_42_kg_m2,____4,___6_5,0___1,0_70_kg_m2,5_5___6_5,1_18_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_64_kg_m2
T_rt_og_varmt,2_5___3_5,0_50_kg_m2,0_00___0_01__,150___199_MJ_m2,0_80_kg_m2,0_40_kg_m2,0___1,81___83_hkg_ha,V_dt_og_koldt,2_5___3_5,0_84_kg_m2,10___25__,0_00___0_01__,0_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_18_kg_m2,0___1,3_5___4_5,____4,0_40_kg_m2,3_5___4_5,0_96_kg_m2,V_dt_og_koldt,____17_0_C,0_44_kg_m2
T_rt_og_varmt,1_5___2_5,0_30_kg_m2,0_5___1__,___150_MJ_m2,0_70_kg_m2,0_00_kg_m2,2___3,43___45_hkg_ha,V_dt_og_koldt,0_5___1_5,0_64_kg_m2,50___100__,0_00___0_01__,0_50_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_0___0_5,350___399_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_14_kg_m2,2___3,1_5___2_5,____4,0_30_kg_m2,5_5___6_5,0_52_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_26_kg_m2
V_dt_og_koldt,0_5___1_5,0_20_kg_m2,0_00___0_01__,200___249_MJ_m2,0_50_kg_m2,0_00_kg_m2,____4,19___21_hkg_ha,V_dt_og_koldt,0_5___1_5,0_36_kg_m2,50___100__,0_00___0_01__,0_75_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,13_0___14_9_C,0_0___0_5,350___399_MJ_m2,0_l_ha,0_00___0_01__,150___199_MJ_m2,0_10_kg_m2,0___1,0_5___1_5,____4,0_30_kg_m2,3_5___4_5,0_24_kg_m2,T_rt_og_koldt,___13_0_C,0_16_kg_m2
V_dt_og_koldt,4_5___5_5,0_45_kg_m2,0_00___0_01__,150___199_MJ_m2,0_80_kg_m2,0_40_kg_m2,____4,87___89_hkg_ha,T_rt_og_varmt,2_5___3_5,0_96_kg_m2,1___2__,0_00___0_01__,0_50_l_ha,0_75_l_ha,13_0___14_9_C,___13_0_C,300___349_MJ_m2,13_0___14_9_C,0_5___1_5,300___349_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_32_kg_m2,2___3,4_5___5_5,2___3,0_55_kg_m2,5_5___6_5,1_04_kg_m2,V_dt_og_koldt,____17_0_C,0_52_kg_m2
T_rt_og_koldt,4_5___5_5,0_40_kg_m2,0_00___0_01__,150___199_MJ_m2,1_00_kg_m2,0_30_kg_m2,2___3,89___91_hkg_ha,T_rt_og_varmt,2_5___3_5,1_02_kg_m2,0_5___1__,0_00___0_01__,0_l_ha,0_25_l_ha,13_0___14_9_C,15_0___16_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,350___399_MJ_m2,0_50_l_ha,0_00___0_01__,___150_MJ_m2,0_26_kg_m2,____4,4_5___5_5,0___1,0_50_kg_m2,4_5___5_5,1_06_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_44_kg_m2
T_rt_og_koldt,3_5___4_5,0_75_kg_m2,2___6__,___150_MJ_m2,0_65_kg_m2,0_50_kg_m2,2___3,93___95_hkg_ha,T_rt_og_varmt,1_5___2_5,0_96_kg_m2,25___50__,0_00___0_01__,0_50_l_ha,0_25_l_ha,13_0___14_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,____400_MJ_m2,0_l_ha,0_00___0_01__,____250_MJ_m2,0_20_kg_m2,____4,3_5___4_5,0___1,0_35_kg_m2,5_5___6_5,1_12_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_64_kg_m2
V_dt_og_varmt,2_5___3_5,0_35_kg_m2,6___10__,200___249_MJ_m2,0_75_kg_m2,0_00_kg_m2,____4,51___53_hkg_ha,V_dt_og_varmt,1_5___2_5,0_76_kg_m2,10___25__,0_5___1__,0_l_ha,0_l_ha,13_0___14_9_C,13_0___14_9_C,350___399_MJ_m2,13_0___14_9_C,0_0___0_5,350___399_MJ_m2,0_75_l_ha,10___25__,150___199_MJ_m2,0_24_kg_m2,____4,2_5___3_5,____4,0_50_kg_m2,3_5___4_5,0_62_kg_m2,V_dt_og_koldt,____17_0_C,0_38_kg_m2
T_rt_og_varmt,4_5___5_5,0_60_kg_m2,0_00___0_01__,150___199_MJ_m2,0_85_kg_m2,0_30_kg_m2,0___1,91___93_hkg_ha,T_rt_og_koldt,3_5___4_5,1_04_kg_m2,2___6__,0_00___0_01__,0_75_l_ha,0_25_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_50_l_ha,0_00___0_01__,200___249_MJ_m2,0_24_kg_m2,0___1,5_5___6_5,0___1,0_45_kg_m2,5_5___6_5,1_08_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_58_kg_m2
T_rt_og_koldt,5_5___6_5,0_60_kg_m2,0_00___0_01__,___150_MJ_m2,0_85_kg_m2,0_40_kg_m2,0___1,89___91_hkg_ha,T_rt_og_koldt,2_5___3_5,0_98_kg_m2,0_00___0_01__,0_00___0_01__,0_75_l_ha,0_75_l_ha,13_0___14_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_l_ha,0_00___0_01__,____250_MJ_m2,0_18_kg_m2,0___1,4_5___5_5,2___3,0_40_kg_m2,5_5___6_5,1_06_kg_m2,T_rt_og_koldt,15_0___16_9_C,0_52_kg_m2
T_rt_og_varmt,4_5___5_5,0_50_kg_m2,25___50__,___150_MJ_m2,0_70_kg_m2,0_00_kg_m2,0___1,49___51_hkg_ha,V_dt_og_varmt,1_5___2_5,0_72_kg_m2,6___10__,0_00___0_01__,0_50_l_ha,0_l_ha,13_0___14_9_C,15_0___16_9_C,350___399_MJ_m2,____17_0_C,0_0___0_5,350___399_MJ_m2,0_50_l_ha,0_01___0_5__,200___249_MJ_m2,0_12_kg_m2,2___3,2_5___3_5,2___3,0_30_kg_m2,4_5___5_5,0_58_kg_m2,V_dt_og_varmt,15_0___16_9_C,0_38_kg_m2
T_rt_og_varmt,___6_5,0_55_kg_m2,0_00___0_01__,150___199_MJ_m2,0_90_kg_m2,0_45_kg_m2,0___1,97___99_hkg_ha,V_dt_og_koldt,4_5___5_5,1_00_kg_m2,0_00___0_01__,0_00___0_01__,0_l_ha,0_50_l_ha,15_0___16_9_C,15_0___16_9_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,350___399_MJ_m2,0_25_l_ha,0_00___0_01__,150___199_MJ_m2,0_24_kg_m2,2___3,___6_5,____4,0_45_kg_m2,___6_5,1_16_kg_m2,V_dt_og_koldt,13_0___14_9_C,0_50_kg_m2
V_dt_og_varmt,4_5___5_5,0_55_kg_m2,0_00___0_01__,200___249_MJ_m2,0_85_kg_m2,0_55_kg_m2,2___3,105___107_hkg_ha,T_rt_og_varmt,3_5___4_5,1_00_kg_m2,6___10__,0_00___0_01__,0_50_l_ha,0_50_l_ha,____17_0_C,15_0___16_9_C,350___399_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_50_l_ha,0_00___0_01__,200___249_MJ_m2,0_24_kg_m2,____4,5_5___6_5,2___3,0_50_kg_m2,5_5___6_5,1_24_kg_m2,V_dt_og_koldt,15_0___16_9_C,0_56_kg_m2
V_dt_og_varmt,3_5___4_5,0_35_kg_m2,0_00___0_01__,150___199_MJ_m2,0_75_kg_m2,0_45_kg_m2,____4,81___83_hkg_ha,T_rt_og_koldt,1_5___2_5,0_82_kg_m2,0_00___0_01__,0_00___0_01__,0_50_l_ha,0_25_l_ha,____17_0_C,15_0___16_9_C,___300_MJ_m2,13_0___14_9_C,0_5___1_5,350___399_MJ_m2,0_75_l_ha,0_00___0_01__,150___199_MJ_m2,0_28_kg_m2,0___1,2_5___3_5,0___1,0_50_kg_m2,3_5___4_5,0_96_kg_m2,T_rt_og_varmt,____17_0_C,0_44_kg_m2
V_dt_og_koldt,0_5___1_5,0_00_kg_m2,6___10__,150___199_MJ_m2,0_30_kg_m2,0_20_kg_m2,____4,15___17_hkg_ha,V_dt_og_varmt,0_0___0_5,0_14_kg_m2,50___100__,0_00___0_01__,0_50_l_ha,0_25_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,15_0___16_9_C,0_0___0_5,350___399_MJ_m2,0_25_l_ha,0_01___0_5__,200___249_MJ_m2,0_08_kg_m2,0___1,0_0___0_5,____4,0_25_kg_m2,3_5___4_5,0_18_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_02_kg_m2
V_dt_og_koldt,0_5___1_5,0_35_kg_m2,0_01___0_5__,____250_MJ_m2,0_50_kg_m2,0_05_kg_m2,2___3,37___39_hkg_ha,T_rt_og_varmt,0_5___1_5,0_56_kg_m2,50___100__,0_00___0_01__,0_50_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,300___349_MJ_m2,15_0___16_9_C,0_0___0_5,350___399_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_20_kg_m2,2___3,0_5___1_5,0___1,0_40_kg_m2,3_5___4_5,0_44_kg_m2,V_dt_og_varmt,___13_0_C,0_36_kg_m2
V_dt_og_koldt,4_5___5_5,0_60_kg_m2,0_00___0_01__,200___249_MJ_m2,0_70_kg_m2,0_45_kg_m2,____4,95___97_hkg_ha,V_dt_og_varmt,2_5___3_5,1_02_kg_m2,6___10__,0_00___0_01__,0_25_l_ha,0_75_l_ha,13_0___14_9_C,___13_0_C,300___349_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_75_l_ha,0_00___0_01__,200___249_MJ_m2,0_32_kg_m2,2___3,4_5___5_5,____4,0_55_kg_m2,5_5___6_5,1_14_kg_m2,V_dt_og_koldt,15_0___16_9_C,0_66_kg_m2
V_dt_og_koldt,4_5___5_5,0_50_kg_m2,0_00___0_01__,150___199_MJ_m2,0_80_kg_m2,0_60_kg_m2,____4,95___97_hkg_ha,V_dt_og_varmt,2_5___3_5,0_84_kg_m2,1___2__,0_00___0_01__,0_25_l_ha,0_50_l_ha,13_0___14_9_C,13_0___14_9_C,350___399_MJ_m2,15_0___16_9_C,0_5___1_5,300___349_MJ_m2,0_50_l_ha,0_00___0_01__,150___199_MJ_m2,0_22_kg_m2,2___3,3_5___4_5,____4,0_40_kg_m2,5_5___6_5,1_12_kg_m2,V_dt_og_koldt,15_0___16_9_C,0_46_kg_m2
T_rt_og_koldt,5_5___6_5,0_50_kg_m2,0_00___0_01__,___150_MJ_m2,0_75_kg_m2,0_00_kg_m2,2___3,57___59_hkg_ha,V_dt_og_varmt,4_5___5_5,0_80_kg_m2,6___10__,0_01___0_5__,0_25_l_ha,0_75_l_ha,13_0___14_9_C,15_0___16_9_C,___300_MJ_m2,15_0___16_9_C,0_0___0_5,___300_MJ_m2,0_l_ha,0_00___0_01__,150___199_MJ_m2,0_12_kg_m2,0___1,5_5___6_5,____4,0_30_kg_m2,5_5___6_5,0_68_kg_m2,T_rt_og_koldt,13_0___14_9_C,0_40_kg_m2
V_dt_og_varmt,0_5___1_5,0_30_kg_m2,2___6__,200___249_MJ_m2,0_55_kg_m2,0_00_kg_m2,2___3,41___43_hkg_ha,V_dt_og_koldt,0_5___1_5,0_62_kg_m2,50___100__,0_00___0_01__,0_50_l_ha,0_75_l_ha,15_0___16_9_C,13_0___14_9_C,___300_MJ_m2,13_0___14_9_C,0_0___0_5,300___349_MJ_m2,0_50_l_ha,0_00___0_01__,200___249_MJ_m2,0_20_kg_m2,____4,0_5___1_5,2___3,0_40_kg_m2,2_5___3_5,0_50_kg_m2,V_dt_og_varmt,____17_0_C,0_34_kg_m2
